,statement,source,link,veracity
14760,"""In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.""",Ritch Workman,/florida/statements/2010/jun/30/ritch-workman/workman-misquotes-immigration-report/,False
14761,"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""",Elena Kagan,/truth-o-meter/statements/2010/jun/30/elena-kagan/kagan-says-height-military-recuitment-controversy-/,Half-True
14762,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''",Lincoln Chafee,/rhode-island/statements/2010/jun/30/lincoln-chafee/chafee-says-expanding-ri-sales-tax-could-raise-893/,Mostly True
14763,"""The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.""",Jan Brewer,/truth-o-meter/statements/2010/jun/30/jan-brewer/arizona-gov-brewer-says-majority-illegals-are-drug/,False
14764,Says Houston’s 18th congressional district has been “gentrified” and is home to “more Anglos than African Americans.”,John Faulk,/texas/statements/2010/jun/30/john-faulk/faulk-says-center-city-houston-congressional-distr/,False
14765,"""I have a record on the environment of creating green energy ... taking trash and turning it into cash.""",Vernon Jones,/georgia/statements/2010/jun/30/vernon-jones/jones-says-he-helped-turn-trash-cash/,Mostly True
14766,"""In her first appellate argument, Ms. Kagan told the court that the speech and press guarantees in the First Amendment would allow the federal government to ban the publication of pamphlets discussing political issues before an election.""",Jeff Sessions,/truth-o-meter/statements/2010/jun/29/jeff-sessions/sessions-says-kagan-argued-government-could-ban-po/,Half-True
14767,"""We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if they’re going to create jobs.""",Jeff Greene,/florida/statements/2010/jun/29/jeff-greene/greene-no-green-card-expert/,Mostly False
14768,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,Elena Kagan,/truth-o-meter/statements/2010/jun/29/elena-kagan/elena-kagan-law-review-article-said-supreme-court/,Full Flop
14769,"""The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him.""",Kendrick Meek,/florida/statements/2010/jun/29/kendrick-meek/meek-says-greene-only-voted-four-times/,Mostly True
14770,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",Steve Scalise,/truth-o-meter/statements/2010/jun/29/steve-scalise/scalise-blames-obama-inaction-berm-plan-contain-oi/,Half-True
14771,"When he worked for AT&T, he ""was responsible for large parts in a $5 billion organization.""",John Albers,/georgia/statements/2010/jun/29/john-albers/state-sen-says-he-ran-large-parts-5-billion-organi/,False
14772,"""The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.""",Jon Kyl,/truth-o-meter/statements/2010/jun/28/jon-kyl/kyl-says-american-bar-association-calls-12-years-e/,Half-True
14773,"""If there were not derivatives, there would be no bank loans at all today.""",Jeff Greene,/florida/statements/2010/jun/28/jeff-greene/greene-claims-banks-need-derivatives-make-loans/,Mostly False
14774,"""Phoenix, Arizona, is the No. 2 kidnapping capital of the world.""",John McCain,/texas/statements/2010/jun/28/john-mccain/mccain-says-phoenix-second-kidnapping-capital-worl/,False
14775,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""",Mary Landrieu,/truth-o-meter/statements/2010/jun/28/mary-landrieu/sen-mary-landrieu-says-us-doesnt-allow-open-water-/,Mostly True
14776,"Says he ""fought against $3 billion in cuts to public education since 2003.""",DuBose Porter,/georgia/statements/2010/jun/28/dubose-porter/gubernatorial-candidate-touts-record-education-cut/,True
14777,"Says U.S. Rep. Michael McCaul is ""the sixth-richest person in Congress.""",Ted Ankrum,/texas/statements/2010/jun/28/ted-ankrum/ankrum-says-mccaul-sixth-richest-member-congress/,Mostly True
14778,"Blue Cross’ new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",Bill Lynch,/rhode-island/statements/2010/jun/28/bill-lynch/Bill-Lynch-campaign-claims-Blue-Cross-spent/,Pants on Fire!
14779,"""Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.""",Vernon Jones,/georgia/statements/2010/jun/27/vernon-jones/congressman-quiet-marta-jones-says/,Pants on Fire!
14780,"Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase.",Bill White,/texas/statements/2010/jun/27/bill-white/bill-white-says-perry-said-he-wouldnt-take-pay-rai/,Mostly True
14781,"Langevin votes “the party line about 98 percent of the time.""",Mark S. Zaccaria,/rhode-island/statements/2010/jun/27/mark-zaccaria/zaccaria-says-langevin-votes-party-line-about-98-p/,True
14782,"""Langevin has been the most reliable vote for Speaker Pelosi.""",Mark S. Zaccaria,/rhode-island/statements/2010/jun/27/mark-zaccaria/zaccaria-says-langevin-has-been-most-reliable-vote/,False
14783,"""Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.""",Bryan Underwood,/texas/statements/2010/jun/26/bryan-underwood/underwood-says-cuellar-has-voted-pelosi-96-percent/,Mostly True
14784,"""Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.""",Rick Scott,/florida/statements/2010/jun/25/rick-scott/bill-mccollum-and-his-supposed-planned-parenthood-/,Pants on Fire!
14785,"""My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.""",Jeff Greene,/florida/statements/2010/jun/25/jeff-greene/greene-attacks-meek-role-subprime-market-mess/,Half-True
14786,"""Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.""",Florida Conservation Alliance,/florida/statements/2010/jun/25/florida-conservation-alliance/florida-environmental-group-hits-lemieux-big-oil-v/,Half-True
14787,"""When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.""",Sheldon Whitehouse,/rhode-island/statements/2010/jun/25/sheldon-whitehouse/sen-whitehouse-forgets-which-party-controlled-cong/,False
14788,"""Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.""",Americans United for Change,/truth-o-meter/statements/2010/jun/25/americans-united-change/liberal-groups-ad-hypes-oil-spill-link-senate-vote/,Half-True
14789,"""Fifty-three percent of teens in Central Falls are getting pregnant.""",Lincoln Chafee,/rhode-island/statements/2010/jun/25/lincoln-chafee/chafee-says-53-percent-teenagers-central-falls-are/,False
14790,"“If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.”",Frank Caprio,/rhode-island/statements/2010/jun/25/frank-caprio/caprio-says-ri-jobless-rate-could-be-cut-half-if-s/,Half-True
14791,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""",Michael J. Gardiner,/rhode-island/statements/2010/jun/25/michael-j-gardiner/gardiner-says-langevin-opposed-us-mexican-border-f/,Pants on Fire!
14792,Georgia has “more illegal aliens than the state of Arizona.”,Jeff Chapman,/georgia/statements/2010/jun/25/jeff-chapman/does-georgia-have-more-illegal-immigrants-arizona/,True
14793,"""Sharron Angle wants to wipe out Social Security.""",Harry Reid,/truth-o-meter/statements/2010/jun/24/harry-reid/during-primary-angle-said-social-security-cant-be-/,Half-True
14794,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",Harry Reid,/truth-o-meter/statements/2010/jun/24/harry-reid/reid-ad-claims-angle-supported-scientology-plan-gi/,Half-True
14795,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",Vern Buchanan,/truth-o-meter/statements/2010/jun/24/vern-buchanan/vern-buchanan-estimates-debt-growth-during-maratho/,True
14796,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",Fair Districts Florida,/florida/statements/2010/jun/24/fair-districts-florida/incumbents-hard-beat/,True
14797,"The Tampa Bay Rays' ""prices have been judged the most affordable in all of professional sports.""",Stuart Sternberg,/florida/statements/2010/jun/24/stuart-sternberg/tampa-bay-rays-owner-says-team-most-affordable-spo/,Mostly True
14798,"""Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.""",Michele Bachmann,/texas/statements/2010/jun/24/michele-bachmann/bachmann-says-social-security-running-deficit-and-/,False
14799,"""In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.""",Eric Johnson,/georgia/statements/2010/jun/24/eric-johnson/candidate-oil-spills-tankers-more-common-very-rare/,Half-True
14800,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",Jeff Greene,/florida/statements/2010/jun/23/jeff-greene/oil-imports-energy-and-enemies-part-its-right/,Half-True
14801,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration.""",Ed Schultz,/truth-o-meter/statements/2010/jun/23/ed-schultz/ed-schultz-says-mcchrystal-was-obama-problem-inher/,Pants on Fire!
14802,"""If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.""",Rahm Emanuel,/truth-o-meter/statements/2010/jun/23/rahm-emanuel/emanuel-says-bp-apologist-rep-barton-would-be-chai/,Half-True
14803,"Under President George W. Bush, ""the national debt went from $5 trillion to $12 trillion.""",Richard Durbin,/truth-o-meter/statements/2010/jun/23/richard-durbin/durbin-misstates-debt-growth-during-bush-years/,False
14804,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",Rick Scott,/florida/statements/2010/jun/23/rick-scott/scott-says-mccollum-lobbied-clients-who-paved-way-/,False
14805,"""Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.""",Jane Kidd,/georgia/statements/2010/jun/23/jane-kidd/health-reform-gives-seniors-free-checkups-democrat/,Mostly True
14806,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",Kendrick Meek,/florida/statements/2010/jun/22/kendrick-meek/kendrick-meek-jeff-greene-credit-default-swap/,Mostly False
14807,"""When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.""",Kendrick Meek,/florida/statements/2010/jun/22/kendrick-meek/meeks-pro-choice-stance-stands-out/,Mostly True
14808,"""We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.""",Edward Markey,/truth-o-meter/statements/2010/jun/22/edward-markey/markey-says-us-consumes-25-percent-worlds-oil-desp/,Mostly True
14809,"""For six years, I served our community as a conservative state legislator. In every one of those years, I helped balance the state's budget.""",Clay Cox,/georgia/statements/2010/jun/22/clay-cox/congressional-candidate-clay-cox-says-he-helped-ba/,Mostly False
14810,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""",Rahm Emanuel,/truth-o-meter/statements/2010/jun/21/rahm-emanuel/bush-asked-change-general-motors-gave-obama/,False
14811,"Rick Scott “has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",Bill McCollum,/florida/statements/2010/jun/21/bill-mccollum/mccollum-accuses-scott-investing-company-used-ille/,True
14812,"""Obama put a 10 percent tax on tanning.""",Snooki,/truth-o-meter/statements/2010/jun/21/snooki/snooki-says-obama-put-10-percent-tax-tannning/,True
14813,"""We get 30 percent of our oil from the Gulf (of Mexico).""",Orrin Hatch,/truth-o-meter/statements/2010/jun/21/orrin-hatch/hatch-says-30-percent-our-oil-comes-gulf/,Mostly False
14814,"""Rob Teilhet, Just another career politician.""",Ken Hodges,/georgia/statements/2010/jun/21/ken-hodges/campaigns-duel-over-career-politician-attack/,Mostly False
14815,"""We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' """,Jerry Patterson,/texas/statements/2010/jun/21/jerry-patterson/patterson-says-napolitano-wont-say-terrorist-attac/,False
